age,annual_income,loan_amount,loan_term_months,credit_score,existing_debt,derogatory_marks,employment_length_years,dti_ratio,loan_to_income,default
48,46127.94,48263.23,36,742,24940.21,1,0,6.8369,1.0463,1
22,37486.3,14286.5,48,526,16877.08,0,18,5.4979,0.3811,1
50,31027.27,20453.56,60,826,38179.64,0,9,14.8981,0.6592,1
33,16974.09,26429.33,36,815,25299.74,0,17,18.4049,1.557,1
61,72399.26,48998.34,60,717,14270.97,2,18,2.5007,0.6768,1
36,117965.91,35119.69,24,400,1331.3,0,20,0.2843,0.2977,1
25,29854.58,32220.73,24,707,30387.26,0,5,12.7537,1.0793,1
48,22878.84,27171.2,60,704,5221.28,0,2,2.9761,1.1876,1
59,33737.5,35632.37,60,429,36984.94,1,17,13.3663,1.0562,1
65,58356.18,33872.76,24,818,38474.97,0,20,8.202,0.5804,1
40,36200.2,45336.36,48,334,9838.64,0,19,3.5745,1.2524,1
44,35824.42,28008.09,48,453,4955.81,0,20,1.8555,0.7818,1
47,46641.5,22232.12,48,701,24015.14,3,9,6.2978,0.4767,1
50,52077.35,40743.78,60,363,8942.41,0,19,2.217,0.7824,1
65,61141.82,40389.6,60,528,21902.68,0,3,4.4308,0.6606,1
47,41064.87,10152.15,24,552,16861.08,0,7,5.0508,0.2472,1
46,40628.55,13366.02,36,787,31785.0,1,15,9.4976,0.329,1
27,15472.33,48014.64,48,314,39994.53,0,21,31.7947,3.1033,1
62,85940.58,23317.26,48,639,18543.78,0,1,2.6571,0.2713,1
67,57035.07,26943.71,48,662,27558.19,0,18,5.9163,0.4724,1
58,121374.77,16887.69,24,479,14001.31,0,14,1.4538,0.1391,1
25,66613.76,25091.41,36,514,34568.81,0,7,6.3529,0.3767,1
43,46903.24,37681.12,36,453,1959.63,1,16,0.7692,0.8034,1
48,20098.32,25152.56,36,344,19994.13,1,12,12.355,1.2515,1
54,18393.31,17109.66,48,651,7482.63,0,21,5.1143,0.9302,1
35,91950.8,6608.05,60,320,7485.31,0,2,0.9912,0.0719,1
52,68660.48,46556.55,48,668,21553.33,2,24,3.9365,0.6781,1
46,118094.44,43839.58,36,377,12658.06,0,9,1.41,0.3712,1
68,85712.08,39985.52,24,418,18630.7,0,12,2.8416,0.4665,1
51,39234.89,35315.41,36,658,12573.57,2,10,4.1457,0.9001,1
39,12331.96,26744.47,48,813,18475.22,3,0,18.5201,2.1687,1
29,70453.78,45075.05,60,802,11793.85,0,13,2.1367,0.6398,0
49,26644.56,40001.67,36,331,32240.28,1,1,15.0206,1.5013,1
59,43888.99,41168.52,60,657,22534.21,0,21,6.3488,0.938,1
24,62772.14,16858.42,36,361,6876.62,0,11,1.4041,0.2686,1
23,33577.54,22326.0,60,396,834.09,0,3,0.4311,0.6649,1
49,29878.66,35926.51,60,677,1191.03,3,11,0.7188,1.2024,0
31,40769.67,19810.99,36,795,17156.76,0,0,5.2118,0.4859,1
53,14361.29,25710.78,24,751,12907.69,0,9,11.6805,1.7903,1
58,26364.83,33032.62,48,514,10853.39,0,3,5.2532,1.2529,1
31,26137.21,23012.4,48,383,25105.57,0,1,11.7465,0.8804,1
47,42552.39,40065.9,36,705,32621.34,0,24,9.5132,0.9416,1
53,27769.83,7581.38,60,406,3003.51,0,22,1.3525,0.273,1
41,35972.4,36466.71,48,788,4843.96,0,21,1.8693,1.0137,1
59,37534.7,8970.08,60,656,15065.47,0,24,4.8643,0.239,1
51,175713.73,47016.3,24,430,17938.72,0,12,1.3589,0.2676,1
58,77788.02,17073.81,36,321,16111.59,0,7,2.5586,0.2195,1
66,45604.9,40180.75,24,525,25726.15,0,1,7.2098,0.8811,1
22,64180.0,27028.01,60,405,3945.0,2,2,0.8218,0.4211,0
47,85172.14,6372.18,60,693,20041.76,0,14,2.8387,0.0748,0
56,58259.45,29964.17,36,400,32563.91,0,6,6.8788,0.5143,1
31,26361.67,45784.53,60,447,37174.14,0,9,17.2693,1.7368,1
67,45152.2,9547.25,36,529,22634.86,1,19,6.0861,0.2114,1
38,27295.16,17422.73,36,386,5967.76,0,10,2.8364,0.6383,1
21,40237.41,23079.62,24,822,29235.17,0,21,9.0056,0.5736,1
55,44563.95,15202.55,48,392,31955.1,0,24,8.69,0.3411,1
55,92184.55,47301.41,48,452,8253.49,0,22,1.2027,0.5131,1
51,30440.46,20120.01,60,722,27261.45,1,13,10.879,0.661,1
48,29011.88,33586.98,48,653,37255.33,0,18,15.6991,1.1577,1
59,31883.37,12748.0,60,708,28894.25,0,13,10.9549,0.3998,1
21,34016.34,12545.88,48,386,16914.94,0,21,6.0593,0.3688,1
45,40501.68,10440.77,24,510,17989.14,0,22,5.4588,0.2578,1
63,59730.26,22870.99,48,682,3642.49,2,0,0.8275,0.3829,1
58,30605.5,27577.19,60,823,21281.53,0,6,8.5244,0.9011,1
40,52519.26,2515.91,60,452,32206.04,0,4,7.3683,0.0479,1
23,52910.18,41980.32,48,304,39150.62,0,6,9.0777,0.7934,1
22,68336.92,26612.19,36,375,16272.5,0,12,2.9873,0.3894,1
38,43197.38,9546.08,24,710,17697.02,0,6,5.0266,0.221,1
64,80761.11,5230.08,36,303,2663.17,0,21,0.4173,0.0648,1
30,61170.4,5033.57,48,671,31117.29,0,18,6.125,0.0823,1
25,59546.21,14366.89,36,382,28807.98,1,24,5.8859,0.2413,1
29,35227.67,25966.02,48,730,16415.56,0,12,5.7761,0.7371,1
22,57799.65,43291.5,60,771,28516.39,0,15,6.0702,0.749,1
54,60558.96,45342.34,36,661,25109.5,0,20,5.2251,0.7487,1
58,34250.15,41951.74,24,711,30875.22,0,24,11.43,1.2249,1
51,100365.07,17771.05,36,334,12908.64,0,14,1.6024,0.1771,1
30,236594.63,16714.77,60,541,26207.34,1,18,1.3434,0.0706,0
32,33048.17,49398.0,60,379,25212.04,1,6,9.4536,1.4947,1
56,36970.98,34701.47,60,374,4074.37,0,4,1.5102,0.9386,1
41,37533.34,16637.69,36,583,11597.63,0,13,3.8557,0.4433,1
69,22342.87,17795.85,60,537,34477.93,0,22,18.6768,0.7965,1
67,28976.07,22862.93,60,636,6667.22,0,15,2.9189,0.789,1
26,81988.71,31846.72,36,830,15492.77,0,23,2.397,0.3884,1
68,46666.97,45103.0,36,382,9396.81,2,10,2.7385,0.9665,1
69,155035.56,11518.74,48,617,6037.32,0,23,0.4859,0.0743,0
23,41229.02,6051.36,36,596,5888.25,0,20,1.7627,0.1468,1
30,62932.03,21476.1,60,641,14244.23,0,10,2.7844,0.3413,1
25,28493.28,13781.86,24,723,32237.2,3,11,13.8186,0.4837,1
66,45884.89,29649.57,60,318,38669.48,0,20,10.2422,0.6462,1
46,51673.1,35562.31,60,303,23087.54,0,12,5.4992,0.6882,1
41,13870.91,16915.33,60,766,25591.36,0,7,22.3835,1.2195,1
65,29882.33,34901.66,36,489,31260.38,0,5,12.9427,1.168,1
46,71794.15,18471.07,24,580,26641.15,0,21,4.5816,0.2573,1
58,69536.04,32478.47,60,362,34008.71,0,1,5.9624,0.4671,1
64,23178.37,32386.92,36,553,35420.03,0,22,18.8036,1.3973,1
46,39475.0,15351.67,48,301,25294.47,0,9,7.7865,0.3889,1
28,11828.08,32514.69,24,366,21555.98,0,22,23.2438,2.7489,1
25,48919.81,20285.84,24,585,15946.52,0,21,4.119,0.4147,1
35,104420.36,18149.84,36,431,18732.44,1,1,2.2107,0.1738,1
36,107170.16,15885.81,48,347,14145.59,1,10,1.621,0.1482,1
21,104908.23,18590.97,60,346,17365.17,0,4,2.0218,0.1772,1
36,67250.57,39763.75,48,530,36038.54,0,5,6.5784,0.5913,1
57,98215.84,13768.58,24,583,38908.69,0,15,4.824,0.1402,1
23,43758.55,34735.4,36,848,14780.59,0,19,4.3179,0.7938,1
67,35842.07,45229.79,48,327,9213.31,0,9,3.4001,1.2619,1
51,97184.75,18820.59,60,710,3588.53,0,13,0.4818,0.1937,0
33,58283.58,3416.58,48,772,33558.77,1,5,6.9241,0.0586,1
36,16694.88,3181.09,48,521,34891.31,0,4,25.1269,0.1905,1
63,101716.7,8696.14,36,675,18293.65,1,9,2.1867,0.0855,1
41,42962.8,7282.15,36,308,21925.5,0,11,6.1805,0.1695,1
22,32850.58,37908.09,24,712,29722.94,0,24,11.4345,1.154,1
47,88198.28,16152.83,36,770,15346.18,1,21,2.149,0.1831,1
58,81343.74,33320.47,48,369,8458.86,0,16,1.3503,0.4096,1
46,27608.3,4037.86,60,641,5029.98,0,15,2.2155,0.1463,1
58,44611.52,16195.53,24,365,9792.03,0,9,2.8155,0.363,1
66,28422.68,13239.02,36,369,25990.69,3,16,11.1285,0.4658,1
45,28877.94,15290.26,48,560,14233.56,1,1,6.047,0.5295,1
31,8138.38,11154.45,48,831,34774.28,0,1,51.6172,1.3706,1
28,26678.27,31659.97,24,695,3958.01,1,13,2.3737,1.1867,1
28,44236.77,33808.3,24,657,16946.61,0,3,4.9792,0.7643,1
53,8955.53,9126.34,36,657,10650.02,0,11,14.6102,1.0191,1
27,21523.24,37575.01,36,691,35564.03,2,1,20.4102,1.7458,1
58,70560.87,14002.18,60,675,32345.44,1,13,5.5405,0.1984,1
41,21007.15,15580.28,24,485,39380.19,0,23,22.8661,0.7417,1
28,44607.64,41782.8,24,604,5211.28,0,23,1.8702,0.9367,1
41,18178.25,45255.96,48,363,31398.62,0,17,21.3496,2.4896,1
40,62671.53,41588.3,60,477,5471.53,0,24,1.1804,0.6636,0
28,40317.77,9092.62,36,534,6623.43,0,24,2.0465,0.2255,1
66,28265.45,49964.85,60,339,2048.05,0,8,1.223,1.7677,1
51,10029.64,34263.46,60,586,18855.96,0,24,23.2435,3.4162,1
49,28672.12,26512.09,48,558,5472.33,0,22,2.5215,0.9247,1
68,73046.03,47832.39,24,766,14259.84,0,24,2.67,0.6548,1
29,124248.07,41234.26,24,539,11409.87,0,23,1.2679,0.3319,0
35,42978.08,35203.67,24,802,39066.02,0,7,11.3173,0.8191,1
50,46163.78,42243.07,36,841,26501.38,0,6,7.1939,0.9151,1
46,32647.44,20502.4,24,650,16713.02,0,12,6.4571,0.628,1
30,102495.07,34853.05,60,840,35198.92,0,1,4.1891,0.34,1
49,42429.73,11147.84,60,611,3021.86,0,1,0.9072,0.2627,0
36,83804.1,49424.03,24,407,13703.18,0,15,2.2571,0.5898,1
56,56892.88,30271.12,60,329,20826.41,0,15,4.4992,0.5321,1
40,52772.38,41083.39,36,608,2628.09,2,23,0.8571,0.7785,1
65,26578.19,21552.31,24,785,6261.42,1,17,3.2325,0.8109,1
57,142850.91,38412.26,36,345,35854.38,0,1,3.1015,0.2689,1
42,118132.27,20594.48,24,658,7595.23,0,6,0.8587,0.1743,0
27,191859.26,30320.24,36,436,36905.45,0,6,2.361,0.158,1
43,25345.74,39350.47,36,730,4294.77,0,16,2.5509,1.5525,1
61,57435.53,7590.75,36,550,35584.49,0,22,7.4787,0.1322,1
60,30455.19,19125.72,60,732,18421.61,2,11,7.3841,0.628,1
49,63971.76,28156.97,36,506,23143.98,0,12,4.4881,0.4401,1
36,58415.35,18031.89,48,745,11624.08,3,4,2.4651,0.3087,1
58,38238.88,16840.03,36,358,11296.92,0,14,3.692,0.4404,1
48,42737.33,15519.88,36,505,19939.27,0,20,5.7197,0.3631,1
68,171864.37,12934.01,36,630,14554.39,0,1,1.0413,0.0753,0
58,45198.21,42747.42,36,824,3569.01,0,5,1.2628,0.9458,1
51,13074.96,46337.08,24,457,14470.49,0,3,15.0528,3.544,1
34,35536.28,35608.13,60,403,10560.89,0,22,3.7666,1.002,1
53,25408.49,3439.98,60,658,34060.76,0,12,16.1134,0.1354,1
29,28229.98,39739.19,60,664,33621.87,0,1,14.5735,1.4077,1
47,75027.39,27533.11,24,478,6088.44,1,23,1.1573,0.367,1
44,83662.63,38389.28,36,657,29337.73,0,4,4.361,0.4589,1
33,29559.82,22992.24,36,563,18308.13,0,7,7.6916,0.7778,1
46,35227.74,3981.53,60,848,34806.0,1,15,11.8789,0.113,1
49,32244.56,34723.76,48,652,11322.57,1,6,4.483,1.0769,1
69,121888.57,23318.17,36,663,3980.61,0,2,0.4557,0.1913,1
63,85176.37,43954.09,36,549,32119.63,0,24,4.6972,0.516,1
48,73582.64,37430.62,36,419,34800.15,0,8,5.8448,0.5087,1
48,26390.66,19258.96,24,491,33700.19,3,12,15.6886,0.7298,1
28,17578.72,36755.93,36,361,13507.33,1,1,9.9177,2.0909,1
43,102568.52,25770.01,60,509,1719.18,1,18,0.2514,0.2512,1
49,155026.3,11573.31,36,351,6014.81,0,10,0.4905,0.0747,1
25,17086.74,22154.54,60,612,36815.07,2,9,26.1145,1.2966,1
62,188130.67,12682.99,48,578,14880.73,0,10,0.966,0.0674,0
27,45999.82,2238.87,24,687,35268.23,1,16,9.2248,0.0487,1
62,54225.4,13846.2,48,501,39242.12,0,16,8.7481,0.2553,1
56,22231.57,12057.02,36,438,16130.69,0,2,8.8877,0.5423,1
61,16901.28,2208.17,48,318,31169.62,0,11,22.1633,0.1307,1
47,12603.35,39628.42,36,620,7180.02,0,2,7.8844,3.1443,1
66,90988.96,5695.28,60,394,15658.08,0,4,2.0776,0.0626,1
22,46646.73,23554.84,36,429,28354.71,0,5,7.4626,0.505,1
45,64632.29,22058.39,24,404,8680.86,2,19,1.7824,0.3413,1
29,96748.51,10707.59,48,496,13131.94,0,9,1.6565,0.1107,1
47,46282.55,48409.69,36,559,22771.18,0,10,6.2527,1.046,1
21,135087.76,30979.21,60,338,27802.86,0,22,2.5156,0.2293,1
43,29874.23,41048.63,48,800,14596.71,0,18,6.2068,1.374,1
30,38155.77,25814.75,24,430,15383.76,0,19,5.1765,0.6766,1
62,28518.46,36694.97,36,453,4839.79,0,10,2.4654,1.2867,1
45,80927.08,48549.4,24,620,39370.45,0,20,6.1379,0.5999,1
23,95619.88,18723.46,60,421,24683.33,3,7,3.1368,0.1958,1
26,37355.91,26204.66,48,443,21447.94,0,8,7.0652,0.7015,1
26,21249.99,26697.77,48,485,8848.45,0,2,5.3109,1.2564,1
22,102576.77,49615.75,48,846,19777.2,1,0,2.4346,0.4837,1
38,28898.66,13188.76,60,510,18168.79,0,1,7.6358,0.4564,1
43,38496.38,34414.76,36,699,10713.08,0,1,3.6374,0.894,1
22,25746.3,8635.02,36,332,18127.84,3,2,8.5609,0.3354,1
32,58248.59,46499.53,36,458,8539.44,0,17,2.0253,0.7983,1
42,30884.9,30338.33,24,705,28553.89,0,16,11.5855,0.9823,1
57,74670.8,43251.75,60,663,36397.01,0,11,5.965,0.5792,1
40,35036.45,44971.59,48,462,602.26,0,5,0.5272,1.2836,1
59,67690.88,28741.28,60,430,22472.13,0,6,4.0687,0.4246,1
44,28146.8,34736.35,60,395,29426.61,0,16,12.7925,1.2341,1
68,102309.49,35538.59,60,569,36334.23,1,8,4.3312,0.3474,1
40,36317.62,24103.08,48,666,14657.62,0,22,5.0091,0.6637,1
21,51742.82,22872.24,48,664,36332.5,0,11,8.5366,0.442,1
21,24034.84,10937.03,24,733,33109.33,0,13,16.7582,0.455,1
37,48550.12,20427.9,60,360,21245.98,0,10,5.3355,0.4208,1
21,24576.05,49556.33,36,622,10649.25,0,3,5.872,2.0164,1
65,47746.6,14953.36,24,507,26286.25,0,18,6.763,0.3132,1
50,27531.34,38597.16,48,647,10792.06,2,5,5.0544,1.4019,1
61,44658.0,4848.68,48,344,14279.44,0,18,3.8642,0.1086,1
67,64831.87,24438.5,24,646,18946.07,0,15,3.6953,0.377,1
23,21516.96,4803.69,36,668,20170.04,2,15,11.3232,0.2233,1
66,47757.09,24838.4,60,833,7971.31,1,3,2.107,0.5201,1
31,62629.13,3322.52,60,657,27905.19,2,24,5.3574,0.0531,1
44,62470.08,31438.15,36,794,39680.69,0,4,7.7901,0.5033,1
42,154976.6,30152.44,60,359,10132.88,0,9,0.8235,0.1946,0
64,31360.2,40296.47,48,597,22404.32,0,4,8.8943,1.285,1
65,48938.27,29997.74,24,358,18461.26,2,8,4.8333,0.613,1
46,139892.99,46447.96,36,723,12657.27,0,17,1.1964,0.332,0
33,21505.12,39589.02,24,530,17081.32,0,22,10.4519,1.8409,1
21,12350.75,8367.51,60,747,29442.54,2,22,28.7419,0.6775,1
44,67598.63,14742.71,60,667,16882.21,0,5,3.0405,0.2181,1
30,91668.5,3259.07,48,328,20517.11,1,13,2.6947,0.0356,1
55,13821.58,20534.43,48,576,19350.96,0,19,17.1721,1.4857,1
44,40462.04,26457.74,60,678,22431.59,0,22,6.7834,0.6539,1
48,26615.21,47405.42,60,337,12002.08,0,15,5.7676,1.7811,1
56,59030.24,27068.84,48,506,20633.23,0,2,4.3091,0.4586,1
36,48035.3,39489.35,48,588,5826.23,0,24,1.661,0.8221,1
60,107513.07,14865.15,36,792,29784.68,0,0,3.3705,0.1383,1
36,21874.72,9351.6,48,524,4881.52,2,5,2.7848,0.4275,1
37,61797.62,40920.14,36,751,31505.89,2,0,6.3386,0.6622,1
35,71180.01,13876.41,36,327,33108.85,0,5,5.6467,0.1949,1
36,50524.09,43824.09,24,633,1252.96,0,20,0.7313,0.8674,0
35,14703.83,10152.79,48,672,33318.15,0,4,27.364,0.6905,1
54,62901.41,42876.15,36,600,26102.68,0,11,5.2069,0.6816,1
31,31621.95,39096.68,24,503,4327.92,0,5,2.2606,1.2364,1
21,17223.57,31338.59,24,678,39917.85,0,7,28.7213,1.8195,1
35,61176.7,42810.59,48,414,24810.94,0,24,5.0417,0.6998,1
46,77677.51,17874.09,48,319,16333.87,0,18,2.5809,0.2301,1
24,33886.1,9969.64,24,695,35465.97,0,4,12.7066,0.2942,1
63,80846.29,9537.95,36,351,2144.11,0,14,0.3576,0.118,0
25,81334.76,14977.23,48,485,28835.04,0,13,4.3003,0.1841,1
55,48510.1,23418.9,24,652,6177.18,1,15,1.7694,0.4828,1
33,70108.77,44049.1,24,413,22323.76,0,5,4.1351,0.6283,1
30,88063.71,6297.71,36,813,4289.71,0,16,0.6084,0.0715,0
31,67173.08,45931.62,60,845,27326.26,0,16,5.0184,0.6838,1
38,12429.27,46423.75,36,581,18864.67,0,15,19.4582,3.735,1
54,10805.29,36907.35,24,469,764.69,0,0,2.5571,3.4157,1
59,92933.32,45213.61,36,620,3320.23,0,17,0.5909,0.4865,0
61,32433.58,38959.36,48,665,28270.04,3,3,10.7598,1.2012,1
62,36403.68,27358.45,24,819,16278.58,0,21,5.7418,0.7515,1
43,152359.23,30836.01,36,409,27050.04,0,2,2.198,0.2024,1
27,31564.62,32154.77,36,843,15898.83,0,24,6.3839,1.0187,1
59,45112.81,8090.88,36,842,14786.68,0,2,3.993,0.1793,1
23,49388.9,11266.6,36,623,34269.1,0,12,8.4024,0.2281,1
32,43140.87,27121.7,24,311,34264.9,0,19,9.8454,0.6287,1
27,109803.63,7530.96,36,322,36831.42,2,3,4.048,0.0686,1
69,39153.22,48319.01,48,460,33009.34,1,10,10.4255,1.2341,1
46,75479.05,26342.11,60,563,5533.57,0,20,0.9496,0.349,0
53,51131.52,20244.13,60,679,3126.47,0,4,0.8129,0.3959,0
57,87566.99,9561.92,60,379,2807.51,0,1,0.4066,0.1092,1
68,21521.99,21993.63,48,570,39218.15,1,5,22.1223,1.0219,1
35,12681.03,16516.46,60,724,20295.49,0,24,19.466,1.3025,1
22,49903.65,6220.5,24,735,5049.21,1,4,1.2765,0.1247,1
61,29481.84,48416.25,24,377,21999.66,2,0,9.7756,1.6422,1
27,118057.6,14718.95,48,823,28556.71,0,24,2.9338,0.1247,1
52,46637.52,35142.57,48,410,4232.37,2,22,1.2774,0.7535,1
24,55930.47,6383.48,24,751,14182.96,0,22,3.1,0.1141,1
40,40765.08,45832.11,48,713,7919.05,0,10,2.6122,1.1243,1
56,33163.18,30356.07,48,559,39029.52,0,5,14.3516,0.9154,1
52,50741.74,33529.86,24,650,13070.03,0,16,3.4214,0.6608,1
48,90114.4,39525.65,24,483,27774.95,1,10,3.9179,0.4386,1
33,40637.55,31083.94,36,474,36778.14,0,6,11.1153,0.7649,1
21,38960.54,5403.56,36,685,34595.93,0,15,10.7019,0.1387,1
55,79450.55,22619.96,60,571,16061.98,0,19,2.4829,0.2847,1
68,17840.06,14577.44,48,485,12781.02,0,4,8.8014,0.8171,1
50,100015.79,25362.42,24,466,32465.3,0,6,4.022,0.2536,1
56,30217.84,21407.61,60,442,8603.75,1,2,3.5584,0.7084,1
45,86399.46,41673.59,36,792,28834.19,0,1,4.1656,0.4823,1
36,58472.23,13858.28,48,371,33493.82,0,0,6.933,0.237,1
39,14039.58,11662.45,60,643,34044.2,0,7,29.2646,0.8307,1
21,49371.25,47988.14,48,798,852.24,0,23,0.4501,0.972,0
25,107857.8,47576.8,60,446,20244.89,0,6,2.3406,0.4411,1
42,40858.44,49686.32,48,800,14624.84,1,9,4.5993,1.2161,1
44,43171.96,29282.27,48,637,39164.97,0,13,11.0558,0.6783,1
63,30932.23,7430.91,24,384,21991.0,0,8,8.6514,0.2402,1
65,100439.08,44248.05,48,442,17384.01,0,10,2.1871,0.4405,1
57,37132.57,8965.52,36,610,10152.36,0,0,3.3614,0.2414,1
56,143618.82,9468.53,24,668,33902.39,0,18,2.8657,0.0659,1
56,98046.88,11283.08,48,740,13115.15,0,20,1.6339,0.1151,1
24,109006.87,33364.1,36,366,33156.78,0,13,3.7521,0.3061,1
56,51436.54,7145.55,36,833,35718.52,0,17,8.3793,0.1389,1
38,36614.67,39357.52,60,640,2797.89,0,22,1.132,1.0749,1
36,65320.1,4796.08,24,401,20644.47,1,11,3.8293,0.0734,1
61,124392.23,7301.43,24,613,17104.77,0,21,1.6794,0.0587,1
38,142051.42,22855.38,60,409,16027.76,0,9,1.3861,0.1609,1
42,16085.63,20200.23,60,731,15172.97,0,17,11.5703,1.2558,1
22,248420.57,49506.0,60,641,21513.45,0,23,1.0791,0.1993,0
41,57027.31,48409.47,24,478,5642.95,0,2,1.6119,0.8489,0
56,78235.5,11104.73,36,433,34915.88,0,3,5.4028,0.1419,1
64,28647.75,47439.95,36,329,22540.33,1,20,9.9937,1.656,1
59,27487.71,35228.57,48,772,14210.87,2,21,6.5243,1.2816,1
67,20675.58,21624.47,24,684,10099.61,0,8,6.3847,1.0459,1
59,136242.45,37502.28,24,308,24854.26,0,11,2.3268,0.2753,1
49,32440.28,45206.77,60,435,31575.9,0,8,11.959,1.3935,1
46,46391.15,10646.79,24,589,17913.95,0,8,4.7486,0.2295,1
41,40912.13,11407.24,24,342,39388.71,0,15,11.6926,0.2788,1
37,26569.08,21618.6,36,404,21654.94,1,23,10.0517,0.8137,1
36,43504.82,10122.17,24,330,39167.0,0,4,10.9198,0.2327,1
51,51675.55,19299.08,36,518,38522.72,1,4,9.0702,0.3735,1
29,103700.97,32993.19,36,412,24189.91,3,13,2.9052,0.3182,1
51,25965.93,41015.27,24,559,23462.78,0,19,11.633,1.5796,1
34,34540.9,16492.88,36,311,4674.09,2,13,1.783,0.4775,1
69,68190.77,15523.07,60,770,37206.54,0,14,6.593,0.2276,1
57,50374.21,39427.66,36,639,32226.78,0,15,7.9379,0.7827,1
22,50934.06,20289.26,24,545,20268.31,0,6,4.9744,0.3983,1
68,27374.2,41286.82,60,549,12603.11,0,10,5.8265,1.5082,1
66,78204.09,49682.26,60,808,33622.57,0,3,5.2863,0.6353,1
34,114482.17,49024.1,24,603,12014.94,1,4,1.4735,0.4282,0
53,108304.28,33808.97,48,812,21903.38,0,13,2.5049,0.3122,1
55,43644.44,20010.23,36,660,8353.65,0,8,2.4497,0.4585,1
59,10406.92,5143.51,36,343,32278.29,0,22,37.3842,0.4942,1
67,56400.79,37425.95,48,618,30235.95,0,8,6.599,0.6636,1
40,52061.77,48942.43,60,788,12025.09,0,23,2.9597,0.9401,1
22,26612.3,5263.25,48,593,5135.56,0,10,2.3652,0.1978,1
61,29941.65,2296.05,24,808,7494.26,0,18,3.0419,0.0767,1
39,26975.0,41925.26,48,820,24846.01,0,18,11.4415,1.5542,1
57,57798.29,6908.43,60,625,6426.58,0,11,1.3582,0.1195,0
38,29928.21,5917.9,24,552,13144.96,0,14,5.3695,0.1977,1
36,54125.05,45696.13,24,607,33648.35,0,1,7.8823,0.8443,1
24,204010.08,5818.92,24,622,3730.04,0,11,0.2337,0.0285,0
32,43848.51,7472.85,36,335,23456.65,0,2,6.4762,0.1704,1
49,24440.08,29339.54,36,590,16293.14,3,14,8.4,1.2005,1
27,20496.17,38327.08,24,841,5252.47,0,13,4.0102,1.87,1
34,59756.98,21179.47,48,788,20622.68,0,18,4.2299,0.3544,1
32,163037.6,22188.28,36,535,20907.49,0,2,1.5842,0.1361,1
55,28539.38,32366.05,60,684,15434.41,0,14,6.7165,1.1341,1
25,13453.85,26260.41,36,660,2685.23,0,10,3.0457,1.9519,1
37,136554.56,2894.16,48,555,8671.25,0,21,0.7673,0.0212,0
62,221849.09,7451.99,36,658,16486.42,0,8,0.903,0.0336,0
52,77190.79,29916.8,48,842,11450.34,0,6,1.877,0.3876,1
30,63470.63,40095.8,48,324,6840.95,1,6,1.4513,0.6317,1
63,51023.18,38628.95,36,300,19735.16,0,6,4.8938,0.7571,1
37,73762.99,37522.71,48,657,16205.22,0,16,2.7635,0.5087,1
25,71745.69,39021.09,48,417,26765.14,0,3,4.6126,0.5439,1
65,58092.51,4133.29,60,778,22637.04,0,24,4.6903,0.0712,1
62,27684.13,44964.88,24,758,7204.96,1,3,3.9352,1.6242,1
29,57908.35,44685.59,24,412,27662.62,0,6,6.1182,0.7717,1
69,46210.03,27532.35,36,494,18882.53,1,1,5.1021,0.5958,1
53,30295.98,13932.53,48,319,4981.54,0,21,2.0881,0.4599,1
56,57827.28,30424.57,36,585,1228.86,0,4,0.4304,0.5261,0
56,36617.5,28778.52,36,757,25243.72,0,9,8.5346,0.7859,1
38,51054.1,12701.95,24,747,24936.52,0,17,5.9856,0.2488,1
29,64465.98,30950.25,48,384,32908.58,0,13,6.2458,0.4801,1
49,70185.16,40270.12,36,573,30616.12,0,2,5.4259,0.5738,1
34,37162.86,40693.13,36,702,35161.39,0,2,11.7187,1.095,1
45,64230.61,4865.5,24,552,12050.53,0,18,2.2892,0.0758,1
35,73858.65,11463.84,24,664,16820.34,0,20,2.8104,0.1552,1
26,87933.05,34074.72,24,559,2946.02,0,24,0.5958,0.3875,0
62,58859.97,43271.93,36,733,16748.24,0,12,3.6596,0.7352,1
49,70488.81,27018.42,48,421,9180.75,0,6,1.6588,0.3833,1
35,38069.17,35961.23,24,816,32310.03,0,5,10.6569,0.9446,1
49,230072.98,3011.46,24,842,26422.53,1,19,1.3847,0.0131,0
24,47170.92,31204.2,48,818,31376.77,0,12,8.1474,0.6615,1
38,96058.33,48171.64,36,311,23903.09,0,4,3.1532,0.5015,1
69,36605.16,33728.7,36,309,24118.52,0,5,8.2137,0.9214,1
64,61380.8,46269.23,48,456,9791.38,1,11,2.1027,0.7538,1
59,60021.29,29168.45,24,440,26957.95,0,7,5.6327,0.486,1
36,67284.71,42482.18,60,436,6186.82,0,24,1.2297,0.6314,1
31,29472.07,7959.8,48,699,11395.76,0,17,4.7075,0.2701,1
34,61924.15,7928.64,60,742,7607.93,1,23,1.4999,0.128,1
23,36690.58,7768.61,36,741,38005.9,0,14,12.5008,0.2117,1
62,80151.55,25464.78,36,566,35974.45,0,7,5.4919,0.3177,1
58,28942.39,17852.65,60,812,35056.03,0,12,14.6582,0.6168,1
65,58896.67,36520.92,24,576,38426.85,0,6,8.1394,0.6201,1
62,48195.23,45325.85,60,655,24697.47,0,15,6.3374,0.9405,1
38,149185.16,31729.99,24,392,35840.57,0,19,2.9893,0.2127,1
40,95862.72,12234.11,48,435,12028.4,0,24,1.5376,0.1276,1
68,111691.78,46682.09,36,410,15697.94,1,22,1.8259,0.418,1
45,30855.4,27337.15,36,343,18945.16,0,4,7.6633,0.886,1
